,x1,x2,y
132,-0.7108748589802367,-0.7012025150129384,1.0
133,-0.6660839198039157,-0.6802296661219236,1.0
134,-0.6861651029552729,-0.6264553283217519,1.0
135,-0.7066330278840368,-0.6989020655380095,1.0
136,-0.6826909458663508,-0.6709670368935852,1.0
137,-0.7043726966304809,-0.6958008053499736,1.0
138,-0.7349671979458472,-0.6771475260890384,1.0
139,-0.690199856092336,-0.6418448582917111,1.0
140,-0.6212676887949531,-0.7494572930434447,1.0
141,-0.6736192268958869,-0.6989364897856092,1.0
142,-0.6907071328802808,-0.7037200076343227,1.0
143,-0.7046993794687864,-0.6809435611157446,1.0
144,-0.6978926762295341,-0.697484350412316,1.0
145,-0.7112479549684452,-0.693978533566981,1.0
146,-0.6499459334512432,-0.7501240621623911,1.0
147,-0.6979539499412944,-0.7160428961456411,1.0
148,-0.7082443234961744,-0.7802926711194663,1.0
149,-0.6321229973622935,-0.6282426409447432,1.0
150,-0.7302305571140962,-0.6054367639591348,1.0
151,-0.6988934538131668,-0.7230252375299948,1.0
152,-0.6569231581659073,-0.6514531994297091,1.0
153,-0.7605967707589888,-0.6665516602478674,1.0
154,-0.6983183362129342,-0.6991618363042664,1.0
155,-0.7121135814914082,-0.6452097149474926,1.0
156,-0.6734194267361375,-0.7376053431860511,1.0
157,-0.7509840987885726,-0.7405662115847766,1.0
158,-0.6191817120080313,-0.7077533936044264,1.0
159,-0.6694845486332937,-0.6732324529594892,1.0
160,-0.7155547000447102,-0.7081536121688232,1.0
161,-0.7354776895614119,-0.7875787937922746,1.0
162,-0.6403313934207298,-0.6641623053525558,1.0
163,-0.7164820748525309,-0.7066345214079779,1.0
164,-0.6690534795307563,-0.7157724113421323,1.0
165,-0.7235904665904945,-0.6789087585655427,1.0
166,-0.7339539433182161,-0.734894748359962,1.0
167,-0.6610715865749822,-0.7060807310543856,1.0
168,-0.624355900308794,-0.7580331532015174,1.0
169,-0.6330788030227237,-0.719014614901439,1.0
170,-0.6117175421245769,-0.7047516443720379,1.0
171,-0.7069279760611874,-0.7446730608116146,1.0
172,-0.7288338741707675,-0.686924404220481,1.0
173,-0.7014319347040059,-0.6910808522274275,1.0
174,-0.7290056466292207,-0.7110551576419246,1.0
175,-0.6408837626068409,-0.7283197052160651,1.0
176,-0.7203074787973394,-0.6048103298486777,1.0
177,-0.710886281741934,-0.7203007626287725,1.0
178,-0.6886972461557653,-0.6946111842162099,1.0
179,-0.6543446708742217,-0.6788944975672877,1.0
180,-0.6948545394323595,-0.7041710550628034,1.0
181,-0.7899764500715458,-0.6979620026299873,1.0
182,-0.695759450213372,-0.7170655048823953,1.0
183,-0.7231634359952771,-0.6165046240420551,1.0
184,-0.7223029657595801,-0.694712958767818,1.0
185,-0.7010216764492997,-0.6443826344243848,1.0
186,-0.7120509363237751,-0.6924813690113504,1.0
187,-0.654933856392886,-0.7548136597728188,1.0
188,-0.6894554503572087,-0.6961202135675646,1.0
189,-0.709320898442007,-0.6808240597723776,1.0
190,-0.758925884097962,-0.7619553250911846,1.0
191,-0.6994968864014427,-0.6859982754225361,1.0
192,-0.7249756871981222,-0.6639245678793055,1.0
193,-0.700925064088135,-0.7029351951274797,1.0
194,-0.6990283741224711,-0.7654674241737042,1.0
195,-0.7663717687456706,-0.6475961143244261,1.0
196,-0.6963483960996362,-0.613727602575799,1.0
197,-0.6647639630719753,-0.7503486255151183,1.0
198,-0.6951368219662571,-0.6360909362117937,1.0
199,-0.7278837134325636,-0.7043156601808612,1.0
200,-0.7867714003788993,-0.6746315587400027,1.0
201,-0.6713282992026119,-0.6765905310791254,1.0
202,-0.6931522538615247,-0.6441181472329345,1.0
203,-0.7024923074216951,-0.6698300359020202,1.0
204,-0.7074375072695812,-0.7752875853375001,1.0
205,-0.65967784881162,-0.6289438108612497,1.0
206,-0.7597322609296057,-0.6739479539581068,1.0
207,-0.6924493510918817,-0.7331712588062069,1.0
208,-0.6776707467723884,-0.6837356633471048,1.0
209,-0.6900594212199498,-0.6647365954797353,1.0
210,-0.698390325905455,-0.6982881846630383,1.0
211,-0.7015208523046882,-0.7210968699646796,1.0
212,-0.7507830205617458,-0.7295168477055838,1.0
213,-0.7287161841386379,-0.6682849499568861,1.0
214,-0.7291189425498013,-0.6907224710152352,1.0
215,-0.6955778178968317,-0.7105384759721151,1.0
216,-0.7711518516496212,-0.6825462572615519,1.0
217,-0.6668786289023296,-0.7166068588607344,1.0
218,-0.7646613688329922,-0.6788462349203818,1.0
219,-0.6922950995691672,-0.6962407971408333,1.0
220,-0.6847711271376519,-0.6768074089208604,1.0
221,-0.7089948448284122,-0.7630232313750271,1.0
222,-0.6988607186419135,-0.699178410349403,1.0
223,-0.6816220179326448,-0.649594048846202,1.0
224,-0.6936197041246359,-0.7387574257907366,1.0
225,-0.7546508428939013,-0.6644578064784812,1.0
226,-0.6980797880273584,-0.701845125855586,1.0
227,-0.6836951494349863,-0.7038713359013834,1.0
228,-0.7006234601378081,-0.7004154227615734,1.0
229,-0.6785155139465049,-0.7678355014216945,1.0
230,-0.6022520572488332,-0.7188742719444751,1.0
231,-0.7861587361683422,-0.6493366966316715,1.0
232,-0.7031563552627864,-0.7022887472854039,1.0
233,-0.6748089179567653,-0.6553102239223962,1.0
234,-0.687470991592798,-0.6387016423271717,1.0
235,-0.7368414916685448,-0.6861711268914276,1.0
236,-0.6398990425999841,-0.6655185451652232,1.0
237,-0.7376757457381252,-0.6631722256226276,1.0
238,-0.6208060364770127,-0.7305177762291962,1.0
239,-0.6799518718737542,-0.6800729115397766,1.0
240,-0.6971088893730684,-0.7072421191860973,1.0
241,-0.69810566645669,-0.6913240236926588,1.0
242,-0.7242187059341844,-0.635421787940277,1.0
243,-0.7272225732534595,-0.7938481146114599,1.0
244,-0.676161967392757,-0.7642098037578009,1.0
245,-0.7065071630736381,-0.6988427974300536,1.0
246,-0.6678941668107732,-0.7481494032965293,1.0
247,-0.6899837108192234,-0.7017883751245974,1.0
248,-0.7730539580880521,-0.6492803656323816,1.0
249,-0.7188795717276042,-0.6382834336098855,1.0
250,-0.7228299259196256,-0.7299646248635199,1.0
251,-0.6208892304134177,-0.6526074824942436,1.0
252,-0.6712493114021503,-0.7397647909195151,1.0
253,-0.7307253870582864,-0.7404901231152492,1.0
254,-0.6316737675494655,-0.6670742896762807,1.0
255,-0.7305660138498311,-0.6418704993973788,1.0
256,-0.7735149893064359,-0.7004694928133122,1.0
257,-0.657423817945475,-0.6777492936529321,1.0
258,-0.7003109730861272,-0.7000156098549697,1.0
259,-0.7284746856461267,-0.6813700847172934,1.0
260,-0.6218384008523906,-0.6717909717568088,1.0
261,-0.7454398020797631,-0.6994231684309993,1.0
262,-0.724580759425114,-0.6799785841173442,1.0
263,-0.6983952497808783,-0.6415714032293359,1.0
264,-0.7346618957972552,-0.7148329393584545,1.0
265,-0.7182834343013694,-0.7134958520759879,1.0
266,-0.6673193849508121,-0.7348981314853988,1.0
267,-0.7018292038037274,-0.7369847033459416,1.0
268,-0.6919690513413266,-0.7328585298638003,1.0
269,-0.7020251836757487,-0.77920632319522,1.0
270,-0.750240076919974,-0.7192232703401036,1.0
271,-0.7283272664476054,-0.6698787201089168,1.0
272,-0.7661930411261944,-0.7615621476303178,1.0
273,-0.7120456499657883,-0.6086743277787734,1.0
274,-0.7557334244071735,-0.7224349414728325,1.0
275,-0.6280407139613263,-0.7492084679498214,1.0
276,-0.7073055331879425,-0.7079575140040041,1.0
277,-0.697723969398647,-0.6923378706856996,1.0
278,-0.6906534095662278,-0.71292558911075,1.0
279,-0.6903656945263315,-0.6989565067520699,1.0
280,-0.6791348091290343,-0.6428576739588673,1.0
281,-0.6057330895891356,-0.7213761151993483,1.0
282,-0.6248289539401846,-0.675439774435215,1.0
283,-0.7202323551366734,-0.6745662508718241,1.0
284,-0.6587800588167094,-0.6893147955878662,1.0
285,-0.6743295363447985,-0.620335406639332,1.0
286,-0.687989067095736,-0.6846624386218985,1.0
287,-0.6530287395303787,-0.7516848176610349,1.0
288,-0.6503505589779947,-0.71026683617745,1.0
289,-0.6854384262956555,-0.7345300798707746,1.0
290,-0.6409248726962242,-0.6992823893744368,1.0
291,-0.6628214274219504,-0.7447197083377314,1.0
292,-0.6998928695632674,-0.7165061392995884,1.0
293,-0.7504605674378828,-0.7090233893796984,1.0
294,-0.6118223388756626,-0.7187125347900766,1.0
295,-0.6674310112505009,-0.6236736219425755,1.0
296,-0.7165475896064993,-0.6867676710309873,1.0
297,-0.727093903621336,-0.6245144636789915,1.0
298,-0.7107136381497985,-0.7966987308722966,1.0
299,-0.6835167733445746,-0.6316855320048811,1.0
300,-0.716696619883355,-0.6909485414623564,1.0
301,-0.6803031489834959,-0.7117314933750578,1.0
302,-0.7235297855260638,-0.7297634068476104,1.0
303,-0.6017212189150185,-0.714161112944807,1.0
304,-0.7718351590361636,-0.7594536201201821,1.0
305,-0.6235883876000167,-0.743158650515272,1.0
306,-0.647317048194771,-0.6199929000453022,1.0
307,-0.7756638953930701,-0.7252907551370885,1.0
308,-0.7641444694575221,-0.7206923385279513,1.0
309,-0.7065146441815611,-0.667649330780893,1.0
310,-0.6829777133654886,-0.7508313522678491,1.0
311,-0.6926348885673259,-0.699237649585811,1.0
312,-0.6845506631100892,-0.715835046325791,1.0
313,-0.6750062664927002,-0.7445043443618723,1.0
314,-0.638194121133512,-0.6879142009483772,1.0
315,-0.7317612201303608,-0.6766238950597312,1.0
316,-0.7199541572630981,-0.6853949557156924,1.0
317,-0.6919439722101562,-0.7242999890476715,1.0
318,-0.68801906861367,-0.6507158717665471,1.0
319,-0.7002724589776228,-0.6990710849044314,1.0
320,-0.7007349546259449,-0.7003006826200007,1.0
321,-0.6852179866495656,-0.7089502900479931,1.0
322,-0.7337380094332548,-0.6563265877683732,1.0
323,-0.6841887654218768,-0.7010728949718081,1.0
324,-0.6592457186722966,-0.7782821320805335,1.0
325,-0.6627172953817991,-0.6545779153519456,1.0
326,-0.799442988148838,-0.6858955079344897,1.0
327,-0.7102971651050403,-0.6862688608937823,1.0
328,-0.7085565574573272,-0.6636065628945428,1.0
329,-0.6923121465159962,-0.64621941817567,1.0
330,-0.6997924362945205,-0.6991126165746198,1.0
331,-0.669123798392955,-0.6826381836689918,1.0
332,-0.6500125269255163,-0.7534324736425364,1.0
333,-0.698518824230466,-0.6916323002147249,1.0
334,-0.7073588901494934,-0.7012249783657909,1.0
335,-0.7110868732153315,-0.6361817503801186,1.0
336,-0.7116755074394234,-0.7319214565852512,1.0
337,-0.693682294817286,-0.6702837894287459,1.0
338,-0.619492052891661,-0.7125923092185694,1.0
339,-0.6456842453955878,-0.7543072322066388,1.0
340,-0.6362254737371235,-0.6960342079297612,1.0
341,-0.700898928625488,-0.6880010499426472,1.0
342,-0.6614720858649767,-0.7019834136593929,1.0
343,-0.651585096645779,-0.7773213477049062,1.0
344,-0.7625641359006402,-0.6809640748082099,1.0
345,-0.6900525939920701,-0.6935608162008702,1.0
346,-0.6978975057059841,-0.6916063811763652,1.0
347,-0.6275177634754854,-0.6812163181040869,1.0
348,-0.6780474086823904,-0.6635512698620462,1.0
349,-0.7701876695330525,-0.6987095222596287,1.0
350,-0.6955357372983312,-0.7102071263137553,1.0
351,-0.6996640708024106,-0.6994763858955502,1.0
352,-0.7532826856551594,-0.710527833689045,1.0
353,-0.6635040069545216,-0.7009711505407632,1.0
354,-0.6695070337060296,-0.704081719729945,1.0
355,-0.7237289750020098,-0.790972405976845,1.0
356,-0.6335589238710195,-0.6830478675538435,1.0
357,-0.7778356707739995,-0.6765363224705656,1.0
358,-0.6154780944732146,-0.7500649410685502,1.0
359,-0.6609403235923805,-0.6212493262524083,1.0
360,-0.6249058758945507,-0.6916621479456652,1.0
361,-0.7201632781867137,-0.6967579961423007,1.0
362,-0.7058337508701863,-0.7126640777150699,1.0
363,-0.6466008308470643,-0.6618877398598119,1.0
364,-0.6714040365838203,-0.6753876859880642,1.0
365,-0.7916559944311199,-0.7122434516280122,1.0
366,-0.6778127101786207,-0.7001157116745397,1.0
367,-0.6876699931180239,-0.7036865971941859,1.0
368,-0.700503280279611,-0.6997053605834543,1.0
369,-0.7367794616280774,-0.6873054123668041,1.0
370,-0.689515441241356,-0.649472592938794,1.0
371,-0.7100851323976203,-0.743335660351685,1.0
372,-0.795027370610375,-0.7194221730904277,1.0
373,-0.7306814810332667,-0.7505728053811009,1.0
374,-0.7504172673006123,-0.6327595366415715,1.0
375,-0.700202293355303,-0.7001699433075228,1.0
376,-0.7410426341604904,-0.6207566683866609,1.0
377,-0.6817082026362269,-0.6547951893247879,1.0
378,-0.7722354059759156,-0.6609708098221294,1.0
379,-0.7126889985649232,-0.6734754599422067,1.0
380,-0.6547780522160663,-0.6862923239306314,1.0
381,-0.717251347445832,-0.7400038471594407,1.0
382,-0.7108265330457391,-0.6809386366720973,1.0
383,-0.7624737495788385,-0.7402229101676863,1.0
384,-0.7055764343201902,-0.7605418197509062,1.0
385,-0.6796802853077284,-0.6975427526100502,1.0
386,-0.7307262140308031,-0.7030978547188664,1.0
387,-0.7080588590857962,-0.6993347963558205,1.0
388,-0.6509736369325414,-0.7409719848790881,1.0
389,-0.752312240805046,-0.762985212276916,1.0
390,-0.7776324894015545,-0.7547468862429568,1.0
391,-0.7770288473139665,-0.7072692968749544,1.0
392,-0.6964264395637689,-0.7633886157044227,1.0
393,-0.6742588996817116,-0.6089229283976404,1.0
394,-0.6999100101013651,-0.7012858779658931,1.0
395,-0.6620216683378736,-0.6400499363354671,1.0
396,-0.7392040390329276,-0.7675041438164503,1.0
397,-0.6796259454017728,-0.7702073149824997,1.0
398,-0.7165191522939383,-0.699277590927232,1.0
399,-0.7169598764014279,-0.6287430425194621,1.0
400,-0.6975222669959347,-0.630506209031583,1.0
401,-0.7044211998780183,-0.669465708975911,1.0
402,-0.6700113291441175,-0.7517555965951215,1.0
403,-0.6931122763492734,-0.6754341459216907,1.0
404,-0.7042102062138096,-0.6786954351653174,1.0
405,-0.7006763622741496,-0.6633258511042683,1.0
406,-0.6665198341255212,-0.669096682259886,1.0
407,-0.7043108577937609,-0.6293514137691637,1.0
408,-0.7261406571954259,-0.6625264173633523,1.0
409,-0.703121554536814,-0.69384876723321,1.0
410,-0.6771609588163713,-0.7672317558081385,1.0
411,-0.6910413932513607,-0.7209728635953887,1.0
412,-0.6989218056131643,-0.7024683673099642,1.0
413,-0.7521805843173897,-0.705779545423356,1.0
414,-0.740247356414363,-0.6401647276644493,1.0
415,-0.6637889919969707,-0.6420851061031865,1.0
416,-0.6902510739751524,-0.7061350750462664,1.0
417,-0.6867502564909329,-0.7123221869603624,1.0
418,-0.6986041651308104,-0.7011451224300602,1.0
419,-0.7133206996575123,-0.6032152442711415,1.0
420,-0.6185725097157524,-0.6946737000827785,1.0
421,-0.6998722226521846,-0.6998927621480929,1.0
422,-0.7227453802808292,-0.6932690663093912,1.0
423,-0.6839566638987057,-0.6504860253921438,1.0
424,-0.7011617515190534,-0.6367325946430367,1.0
425,-0.759290200263215,-0.7330487022893818,1.0
426,-0.6503075146230359,-0.6651462660821185,1.0
427,-0.6424369992344077,-0.688752648216093,1.0
428,-0.675344125312452,-0.7295119773576353,1.0
429,-0.7138326726476985,-0.6375459292502434,1.0
430,-0.723011249402602,-0.702472503502046,1.0
431,-0.7528190287898884,-0.7613578954149629,1.0
432,-0.6873693797511184,-0.6877836566123021,1.0
433,-0.715505404786949,-0.752836152386969,1.0
434,-0.7099488144682027,-0.6877754510027236,1.0
435,-0.6145619111829779,-0.6932266523406163,1.0
436,-0.708716796826927,-0.7670821002938121,1.0
437,-0.740171589508031,-0.6884212056310504,1.0
438,-0.7654245327843449,-0.7237215345056551,1.0
439,-0.6272680276678253,-0.6554730168888638,1.0
440,-0.7332784569200967,-0.7343869143814818,1.0
441,-0.7011498604982909,-0.6987850236661036,1.0
442,-0.6586170869568652,-0.6524059408309089,1.0
443,-0.6455450314879948,-0.7260640930523911,1.0
444,-0.626666608147343,-0.7103939901031877,1.0
445,-0.7206927267311073,-0.7882255533182663,1.0
446,-0.6828539996467295,-0.7039222859375324,1.0
447,-0.7068495113096268,-0.6093938121126087,1.0
448,-0.7744602083465866,-0.6367057523547625,1.0
449,-0.6947230986304735,-0.6468050637946067,1.0
450,-0.7175557850524259,-0.7267916620560921,1.0
451,-0.7340588103005906,-0.6530856114846179,1.0
452,-0.7097011641945646,-0.6944246008826469,1.0
453,-0.6712904753350893,-0.6344990466719626,1.0
454,-0.733807983749578,-0.7247669066710195,1.0
455,-0.6717279584447624,-0.6899932388509117,1.0
456,-0.6998698313376116,-0.7063368706273868,1.0
457,-0.7809321869989202,-0.7439054464546583,1.0
458,-0.6959235239759338,-0.681280094905045,1.0
459,-0.7183749412228285,-0.6438688670700086,1.0
460,-0.7450690884838211,-0.7625727359942758,1.0
461,-0.6706558581760649,-0.6883867148058183,1.0
462,-0.6911556642844234,-0.6614977126905677,1.0
463,-0.726548278111613,-0.6981754287726064,1.0
464,-0.6472753463483631,-0.6798952125689599,1.0
465,-0.7443685482360314,-0.7185182084813819,1.0
466,-0.6958039242395346,-0.6007481459022792,1.0
467,-0.6650196282636719,-0.6544467410004637,1.0
468,-0.6477579399514533,-0.7313455609967746,1.0
469,-0.7146241769247819,-0.7655031801669129,1.0
470,-0.7746723576818417,-0.6536746772485049,1.0
471,-0.7208224275219006,-0.6915836638411093,1.0
472,-0.6785837156993593,-0.6867716299002451,1.0
473,-0.6685172180872447,-0.7388423420313179,1.0
474,-0.6994263267396279,-0.6982311718489598,1.0
475,-0.7028302019745374,-0.7777203321939524,1.0
476,-0.628399252054191,-0.633590201048388,1.0
477,-0.695935540760388,-0.6853816614799396,1.0
478,-0.6785590368642804,-0.7378006635006108,1.0
479,-0.726095320584837,-0.7029920031900707,1.0
480,-0.6336753306761789,-0.6556180589853118,1.0
481,-0.620172320822127,-0.6927763252838647,1.0
482,-0.6261915661611273,-0.730647516112902,1.0
483,-0.7222572671300731,-0.6936326816956133,1.0
484,-0.723090073814043,-0.6890535558603028,1.0
485,-0.7370681016914845,-0.7452921914872429,1.0
486,-0.7319469337455273,-0.7911696715887628,1.0
487,-0.758003669136462,-0.6342614837987025,1.0
488,-0.7279167498662731,-0.6991707652393265,1.0
489,-0.7031992760462187,-0.6998968585433836,1.0
490,-0.6945924021310262,-0.6847128338671598,1.0
491,-0.7040305009659892,-0.7044357249894078,1.0
492,-0.7047835973731269,-0.6350133523576016,1.0
493,-0.6709614398253771,-0.7468885499778575,1.0
494,-0.7742896720950966,-0.7470478082666285,1.0
495,-0.7278023184307411,-0.6744216375999321,1.0
496,-0.7255439677542248,-0.7148374938702045,1.0
497,-0.6538447671488978,-0.6828107468729335,1.0
498,-0.7524180202254425,-0.7754255583069489,1.0
499,-0.6817313529441527,-0.7009934366124123,1.0
500,-0.7623719948407239,-0.7209431957216417,1.0
501,-0.7800935168588289,-0.6765269719785469,1.0
502,-0.7282610165894123,-0.7288677922476,1.0
503,-0.6836403448632828,-0.7146791415288769,1.0
504,-0.7125780955954768,-0.6417418601381197,1.0
505,-0.6822149111451806,-0.7156114555482788,1.0
506,-0.7879626559441351,-0.693200520585476,1.0
507,-0.7116940763748452,-0.6665632336732732,1.0
508,-0.7378258012145913,-0.776830839803777,1.0
509,-0.6837351300031425,-0.730626106375949,1.0
510,-0.7057022950372623,-0.6945376191022964,1.0
511,-0.7665453128153608,-0.6641839504638769,1.0
512,-0.7289556355654404,-0.7848204890065802,1.0
513,-0.6540636603848272,-0.7216491450885987,1.0
514,-0.7055851376605256,-0.6889624079039699,1.0
515,-0.6895061783528355,-0.664577083820395,1.0
516,-0.6535739250733466,-0.6376736938787172,1.0
517,-0.7133099343372615,-0.7104636323092182,1.0
518,-0.684194047447858,-0.7524823822205502,1.0
519,-0.6827649324326315,-0.723334174965415,1.0
520,-0.6974386397646299,-0.69897499552859,1.0
521,-0.6802282611020288,-0.7812977096581668,1.0
522,-0.7200394594502275,-0.7629230105270607,1.0
523,-0.7005231008259591,-0.7166474659951303,1.0
524,-0.647512336166868,-0.6964050312645738,1.0
525,-0.7175971458481294,-0.7781191366122436,1.0
526,-0.753156209218967,-0.7786598045077907,1.0
527,-0.7018761264450021,-0.7002972277600448,1.0
528,-0.7056656550961358,-0.7536759960863011,1.0
529,-0.7227419377202354,-0.7373737628455372,1.0
530,-0.7120213677338638,-0.6772282760630141,1.0
531,-0.7534193065076463,-0.6462319273983743,1.0
532,-0.6505783548486721,-0.6585967683319501,1.0
533,-0.6840666688533885,-0.7706060694785354,1.0
534,-0.6532313795985205,-0.745346264575808,1.0
535,-0.6894874345928316,-0.6796157310271185,1.0
536,-0.6632802527933809,-0.6644664678706866,1.0
537,-0.6720396525292172,-0.6110364583793122,1.0
538,-0.7001724113214154,-0.7012669069509778,1.0
539,-0.7186281825811207,-0.6923226445324653,1.0
540,-0.7597890881789666,-0.7499534262708827,1.0
541,-0.6993410454292941,-0.696410237128883,1.0
